correct,incorrect
অবসরপ্রাপ্ত,অবসর প্রাপ্ত
অবসরভাতা,অবসর ভাতা
অবস্থাদৃষ্টে,অবস্থা দৃষ্টে
অবস্থানুসারে,অবস্থাণুসারে
অবস্থাপন্ন,অবস্থাপণ্ন
অবস্থিতি,অবস্থিতী
অবহিত,অবহীত
অবাঙালি,অবাঙালী
অবাঞ্ছিত,অবাঞ্ছীত
অবাধ বাণিজ্য,অবাধবাণিজ্য
অবান্তর,অবাণ্তর
অবিকল্প,অ-বিকল্প
অবিক্রীত (বিক্রি হয়নি এমন),অবিক্রিত
অবিচলিত,অবিচলীত
অবিচ্ছেদ্য,অবিচ্ছেদ্দ
অবিতর্কিত,অ-বিতর্কিত
অবিদিত,অবিদীত
অবিদ্যমানে,অ-বিদ্যমানে
অবিধেয়,অ-বিধেয়
অবিনশ্বর,অবিনশ্যর
অবিন্যস্ত,অবিন্যাস্ত
অবিবাহিত,অবিবাহীত
অবিবেচনাপ্রসূত,অবিবেচনা প্রসূত
অবিবেচ্য,অ-বিবেচ্য
অবিভক্ত,অ-বিভক্ত
অবিভাজ্য,অবিভায্য
অবিমিশ্র,অ-বিমিশ্র
অবিমৃশ্যকারিতা,অবিমৃশ্যকারীতা
অবিমৃশ্যকারী,অবিমৃষ্যকারী
অবিলম্বে,অবীলম্বে
অবিশুদ্ধ,অ-বিশুদ্ধ
অবিশ্বস্ত,অ-বিশ্বস্ত
অবিসংবাদিত,অবিসংবাদীত
অবিসংবাদী,অবিসংবাদি
অবিস্মরণীয়,অবিস্বরণীয়
অবেক্ষক,অবেখ্যক
অবেক্ষণ,অবেক্ষন
অবেক্ষণীয়,অবেক্ষনীয়
"অবেক্ষমাণ, অবেক্ষ্যমাণ",অবেক্ষমান
অবেক্ষাধীন,অবেক্ষাধিন
অবৈতনিক,অবৈতনীক
অব্যক্ত,অব্যাক্ত
অব্যবস্থা,অব্যাবস্থা
অব্যবহার্য,অব্যবহার্য্য
অব্যবহিতপরবর্তী,অব্যবহিত পরবর্তী
অব্যবহিতপূর্ববর্তী,অব্যবহিত পূর্ববর্তী
অব্যবহিতপূর্বে,অব্যবহিত পূর্বে
অব্যবহৃত,অব্যাবহৃত
অব্যয়ীভাব,অব্যায়ীভাব
অব্যাখ্যাত,অ-ব্যাখ্যাত
অব্যাহতভাবে,অব্যাহত ভাবে
অব্যাহতি,অব্যাহতী
অভয়ারণ্য,অভয়রান্য
অভাবগ্রস্ত,অভাবগ্রস্থ
অভাবিতপূর্ব,অভাবিত পূর্ব
অভাবী,অভাবি
অভিকর্ষ,অভিকর্শ
অভিক্ষেপ,অভীক্ষেপ
অভিঘাত,অভীঘাত
অভিজাততন্ত্র,অভিজাত তন্ত্র
অভিজ্ঞানপত্র,অভিজ্ঞান পত্র
অভিধা,অভীধা
অভিনন্দনপত্র,অভিনন্দন পত্র
অভিনন্দনবাণী,অভিনন্দন বাণী
অভিনন্দিত,অভিনন্দীত
অভিনবত্ব,অভিনবত্য
অভিনিবিষ্ট,অভিনিবিস্ট
অভিনিবেশ,অভীনিবেশ
অভিনীত,অভিনিত
অভিপ্রায়,অভি প্রায়
অভিবাদন,অভিভাদন
অভিবাসন,অভিবাশন
অভিবাসনকারী,অভিবাসনকারি
অভিবাসী,অভিবাসি
অভিব্যক্তি,অভিব্যাক্তি
অভিব্যক্তিবাদ,অভিব্যক্তি বাদ
অভিভাবক,অবিভাবক
অভিভাষণ,অভিভাষন
অভিভূত,অভিভুত
অভিমত,অভীমত
অভিমুখ,অভিমূখ
অভিমুখী,অভিমুখি
অভিযুক্ত,অভি যুক্ত
অভিযোক্তা,অভিজোক্তা
অভিযোজন,অভিযোজোন
অভিযোজিত,অভিযোজীত
অভিরুচি,অভিরুচী
অভিলাষ,অভিলাশ
অভিশংসন,অভিসংশন
অভিশংসিত,অভিসংশিত
অভিষিক্ত,অভিসিক্ত
অভিষেক,অভিসেক
অভিসন্দর্ভ,অভিষন্দর্ভ
অভিসন্ধি,অভিসন্দি
অভিহিত,অভিহীত
অভীপ্সা,অভিপ্সা
অভীষ্ট,অভীষ্ঠ
অভুক্ত,অভূক্ত
অভূতপূর্ব,অভুতপূর্ব
অভ্যন্তরস্থ,অভ্যন্তরস্ত
অভ্যন্তরীণ,অভ্যন্তরীন
অভ্যর্থনা,অভ্যর্থণা
অভ্যর্থনাসভা,অভ্যর্থনা সভা
অভ্যস্ত,অভ্যস্থ
অভ্যাগত,অভ্যগত
অভ্যুত্থান,অভ্যূত্থান
অভ্যুদয়,অভ্যূদয়
অমনোনীত,অমনোনিত
অমনোযোগিতা,অমনোযোগীতা
অমনোযোগী,অমনোযোগি
অমরত্ব,অমরত্ত্ব
অমসৃণ,অমসৃন
অমানবিক,অমাণবিক
অমানুষিক,অমানুসিক
অমাবস্যা,অমাবশ্যা
অমার্জনীয়,অমার্জনিয়
অমিতব্যয়িতা,অমিতব্যয়ীতা
অমিতব্যয়ী,অমিতব্যয়ি
অমিতভাষী,অমিতভাষি
অমিত্রাক্ষর,অ-মিত্রাক্ষর
অমীমাংসিত,অমিমাংসীত
অমুদ্রণযোগ্য,অমুদ্রনযোগ্য
অমূলক,অমুলক
অমেধাবী,অ-মেধাবী
অমেরুদণ্ডী,অ-মেরুদণ্ডী
অম্লজান,অম্লযান
অম্লানবদনে,অম্লান বদনে
অযাচিতভাবে,অযাচিত ভাবে
অয়েলক্লথ,অয়েল ক্লথ
অয়েল পেইন্টিং,অয়েলপেইন্টিং
অয়েল পেপার,অয়েলপেপার
অরণ্য,অরন্য
অরুচিকর,অ-রুচিকর
অরুণ,অরুন
অর্কিড,অরকিড
অর্কেস্ট্রা,অরকেস্ট্রা
অর্ঘ্য,অর্ঘ
অর্জিত,অর্জীত
অর্ডার,অরডার
অর্থকরী,অর্থকরি
অর্থকষ্ট,অর্থ কষ্ট
অর্থদণ্ড,অর্থ দণ্ড
অর্থনীতি,অর্থনিতী
অর্থনৈতিক,অর্থনৈতীক
অর্থপূর্ণ,অর্থপূর্ন
অর্থপ্রাপ্তি,অর্থ প্রাপ্তি
অর্থবহ,অর্থ-বহ
অর্থবিজ্ঞান,অর্থ বিজ্ঞান
অর্থবিনিয়োগ,অর্থ-বিনিয়োগ
অর্থব্যবস্থা,অর্থ-ব্যবস্থা
অর্থব্যয়,অর্থ-ব্যয়
অর্থভান্ডার,অর্থ ভান্ডার
অর্থমূল্য,অর্থ-মূল্য
অর্থলোলুপ,অর্থলোলূপ
অর্থশালী,অর্থ শালী
অর্থশাস্ত্র,অর্থ-শাস্ত্র
অর্থসংকট,অর্থ-সংকট
অর্থসংগতি,অর্থ-সংগতি
অর্থসংগ্রহ,অর্থ-সংগ্রহ
অর্থসংস্থান,অর্থ সংস্থান
অর্থসঞ্চয়,অর্থ-সঞ্চয়
অর্থসম্পদ,অর্থ-সম্পদ
অর্থসাহায্য,অর্থ-সাহায্য
অর্থায়ন,অর্থায়ণ
অর্থোপার্জন,অর্থপার্জন
অর্ধচন্দ্রাকৃতি,অর্ধচন্দ্রকৃতি
অর্ধদিবস,অর্ধ দিবস
অর্ধনমিত,অর্ধ নমিত
অর্ধনির্মিত,অর্ধনির্মীত
অর্ধমাগধী,অর্ধমাগধি
অর্ধমৃত,অর্ধ মৃত
অর্ধশিক্ষিত,অর্ধ শিক্ষিত
অর্ধাঙ্গিনী,অর্ধাঙ্গিনি
অর্ধাঙ্গী,অর্ধাঙ্গি
অর্ধাশন,অর্ধাসন
অর্পণ,অর্পন
অর্পিত,অর্পীত
অর্বাচীন,অর্বাচিন
অলংকরণ,অলঙ্করণ
অলংকার,অলঙ্কার
অলংকৃত,অলঙ্কৃত
অলক্ষুনে,অলক্ষুণে
অলঙ্ঘনীয়,অলংঘনীয়
অলাভজনক,অ-লাভজনক
অলিখিত,অ-লিখিত
